Timestamp,Value
0,0.0
1,1.0
2,2.0
3,3.0
4,3.999
5,4.998
6,5.996
7,6.994
8,7.991
9,8.988
10,9.983
11,10.978
12,11.971
13,12.963
14,13.954
15,14.944
16,15.932
17,16.918
18,17.903
19,18.886
20,19.867
21,20.846
22,21.823
23,22.798
24,23.77
25,24.74
26,25.708
27,26.673
28,27.636
29,28.595
30,29.552
31,30.506
32,31.457
33,32.404
34,33.349
35,34.29
36,35.227
37,36.162
38,37.092
39,38.019
40,38.942
41,39.861
42,40.776
43,41.687
44,42.594
45,43.497
46,44.395
47,45.289
48,46.178
49,47.063
50,47.943
51,48.818
52,49.688
53,50.553
54,51.414
55,52.269
56,53.119
57,53.963
58,54.802
59,55.636
60,56.464
61,57.287
62,58.104
63,58.914
64,59.72
65,60.519
66,61.312
67,62.099
68,62.879
69,63.654
70,64.422
71,65.183
72,65.938
73,66.687
74,67.429
75,68.164
76,68.892
77,69.614
78,70.328
79,71.035
80,71.736
81,72.429
82,73.115
83,73.793
84,74.464
85,75.128
86,75.784
87,76.433
88,77.074
89,77.707
90,78.333
91,78.95
92,79.56
93,80.162
94,80.756
95,81.342
96,81.919
97,82.489
98,83.05
99,83.603
100,84.147
101,84.683
102,85.211
103,85.73
104,86.24
105,86.742
106,87.236
107,87.72
108,88.196
109,88.663
110,89.121
111,89.57
112,90.01
113,90.441
114,90.863
115,91.276
116,91.68
117,92.075
118,92.461
119,92.837
120,93.204
121,93.562
122,93.91
123,94.249
124,94.578
125,94.898
126,95.209
127,95.51
128,95.802
129,96.084
130,96.356
131,96.618
132,96.872
133,97.115
134,97.348
135,97.572
136,97.786
137,97.991
138,98.185
139,98.37
140,98.545
141,98.71
142,98.865
143,99.01
144,99.146
145,99.271
146,99.387
147,99.492
148,99.588
149,99.674
150,99.749
151,99.815
152,99.871
153,99.917
154,99.953
155,99.978
156,99.994
157,100.0
158,99.996
159,99.982
160,99.957
161,99.923
162,99.879
163,99.825
164,99.761
165,99.687
166,99.602
167,99.508
168,99.404
169,99.29
170,99.166
171,99.033
172,98.889
173,98.735
174,98.572
175,98.399
176,98.215
177,98.022
178,97.82
179,97.607
180,97.385
181,97.153
182,96.911
183,96.659
184,96.398
185,96.128
186,95.847
187,95.557
188,95.258
189,94.949
190,94.63
191,94.302
192,93.965
193,93.618
194,93.262
195,92.896
196,92.521
197,92.137
198,91.744
199,91.341
200,90.93
201,90.509
202,90.079
203,89.641
204,89.193
205,88.736
206,88.271
207,87.796
208,87.313
209,86.821
210,86.321
211,85.812
212,85.294
213,84.768
214,84.233
215,83.69
216,83.138
217,82.578
218,82.01
219,81.434
220,80.85
221,80.257
222,79.657
223,79.048
224,78.432
225,77.807
226,77.175
227,76.535
228,75.888
229,75.233
230,74.571
231,73.901
232,73.223
233,72.538
234,71.846
235,71.147
236,70.441
237,69.728
238,69.007
239,68.28
240,67.546
241,66.806
242,66.058
243,65.304
244,64.543
245,63.776
246,63.003
247,62.223
248,61.437
249,60.645
250,59.847
251,59.043
252,58.233
253,57.417
254,56.596
255,55.768
256,54.936
257,54.097
258,53.253
259,52.404
260,51.55
261,50.691
262,49.826
263,48.957
264,48.082
265,47.203
266,46.319
267,45.431
268,44.537
269,43.64
270,42.738
271,41.832
272,40.921
273,40.007
274,39.088
275,38.166
276,37.24
277,36.31
278,35.376
279,34.439
280,33.499
281,32.555
282,31.608
283,30.657
284,29.704
285,28.748
286,27.789
287,26.827
288,25.862
289,24.895
290,23.925
291,22.953
292,21.978
293,21.002
294,20.023
295,19.042
296,18.06
297,17.075
298,16.089
299,15.101
300,14.112
301,13.121
302,12.129
303,11.136
304,10.142
305,9.146
306,8.15
307,7.153
308,6.155
309,5.157
310,4.158
311,3.159
312,2.159
313,1.159
314,0.159
315,0.841
316,1.841
317,2.84
318,3.84
319,4.839
320,5.837
321,6.835
322,7.833
323,8.829
324,9.825
325,10.82
326,11.813
327,12.805
328,13.797
329,14.786
330,15.775
331,16.761
332,17.746
333,18.729
334,19.711
335,20.69
336,21.668
337,22.643
338,23.616
339,24.586
340,25.554
341,26.52
342,27.482
343,28.443
344,29.4
345,30.354
346,31.305
347,32.254
348,33.199
349,34.14
350,35.078
351,36.013
352,36.944
353,37.871
354,38.795
355,39.715
356,40.631
357,41.542
358,42.45
359,43.353
360,44.252
361,45.147
362,46.037
363,46.922
364,47.803
365,48.679
366,49.55
367,50.416
368,51.277
369,52.133
370,52.984
371,53.829
372,54.669
373,55.504
374,56.333
375,57.156
376,57.974
377,58.786
378,59.592
379,60.392
380,61.186
381,61.974
382,62.755
383,63.531
384,64.3
385,65.063
386,65.819
387,66.568
388,67.311
389,68.047
390,68.777
391,69.499
392,70.215
393,70.923
394,71.625
395,72.319
396,73.006
397,73.686
398,74.358
399,75.023
400,75.68
401,76.33
402,76.972
403,77.607
404,78.234
405,78.853
406,79.464
407,80.067
408,80.662
409,81.249
410,81.828
411,82.398
412,82.961
413,83.515
414,84.061
415,84.598
416,85.127
417,85.648
418,86.16
419,86.663
420,87.158
421,87.643
422,88.121
423,88.589
424,89.048
425,89.499
426,89.941
427,90.373
428,90.797
429,91.211
430,91.617
431,92.013
432,92.4
433,92.778
434,93.146
435,93.505
436,93.855
437,94.196
438,94.527
439,94.848
440,95.16
441,95.463
442,95.756
443,96.039
444,96.313
445,96.577
446,96.832
447,97.077
448,97.312
449,97.537
450,97.753
451,97.959
452,98.155
453,98.341
454,98.518
455,98.684
456,98.841
457,98.988
458,99.125
459,99.252
460,99.369
461,99.476
462,99.574
463,99.661
464,99.738
465,99.805
466,99.863
467,99.91
468,99.948
469,99.975
470,99.992
471,100.0
472,99.997
473,99.984
474,99.962
475,99.929
476,99.887
477,99.834
478,99.772
479,99.699
480,99.616
481,99.524
482,99.422
483,99.309
484,99.187
485,99.055
486,98.913
487,98.761
488,98.599
489,98.427
490,98.245
491,98.054
492,97.853
493,97.642
494,97.421
495,97.19
496,96.95
497,96.7
498,96.441
499,96.171
500,95.892
501,95.604
502,95.306
503,94.998
504,94.681
505,94.355
506,94.019
507,93.674
508,93.319
509,92.955
510,92.581
511,92.199
512,91.807
513,91.406
514,90.996
515,90.577
516,90.148
517,89.711
518,89.265
519,88.81
520,88.345
521,87.873
522,87.391
523,86.9
524,86.401
525,85.893
526,85.377
527,84.852
528,84.319
529,83.777
530,83.227
531,82.668
532,82.101
533,81.526
534,80.943
535,80.352
536,79.753
537,79.145
538,78.53
539,77.907
540,77.276
541,76.638
542,75.992
543,75.338
544,74.677
545,74.008
546,73.332
547,72.648
548,71.957
549,71.259
550,70.554
551,69.842
552,69.123
553,68.397
554,67.664
555,66.924
556,66.178
557,65.425
558,64.665
559,63.899
560,63.127
561,62.348
562,61.563
563,60.772
564,59.975
565,59.172
566,58.362
567,57.548
568,56.727
569,55.9
570,55.069
571,54.231
572,53.388
573,52.54
574,51.687
575,50.828
576,49.964
577,49.095
578,48.222
579,47.343
580,46.46
581,45.572
582,44.68
583,43.783
584,42.882
585,41.976
586,41.067
587,40.153
588,39.235
589,38.313
590,37.388
591,36.458
592,35.525
593,34.589
594,33.649
595,32.705
596,31.759
597,30.809
598,29.856
599,28.9
600,27.942
601,26.98
602,26.016
603,25.049
604,24.08
605,23.108
606,22.134
607,21.157
608,20.179
609,19.199
610,18.216
611,17.232
612,16.246
613,15.259
614,14.27
615,13.279
616,12.287
617,11.294
618,10.3
619,9.305
620,8.309
621,7.312
622,6.314
623,5.316
624,4.317
625,3.318
626,2.318
627,1.318
628,0.319
629,0.681
630,1.681
631,2.681
632,3.681
633,4.68
634,5.678
635,6.676
636,7.674
637,8.671
638,9.666
